schoolGP0MS2,sexF0M1,age,addressR0U1,famsizeLE30GT31,PstatusA0T1,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
0,0,17,0,0,1,4,4,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,10
0,0,17,1,0,1,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,15
0,0,17,1,1,1,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,4
0,1,18,1,0,1,3,3,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,8
0,0,17,1,1,1,2,3,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,8
0,0,17,1,1,1,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,10
0,0,17,0,1,1,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6
0,0,17,1,1,1,1,1,at_home,other,reputation,mother,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,0
0,0,16,1,1,1,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,17
0,1,18,1,1,1,2,2,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,13
0,0,16,1,1,1,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,14
0,0,18,0,1,1,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,7
0,0,17,1,1,1,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,15
0,1,17,1,0,1,2,3,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12
0,1,18,1,0,1,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,9
0,0,17,1,1,0,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12
0,0,17,1,0,1,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,14
0,1,17,0,1,1,2,2,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11
0,1,17,1,1,1,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,9
0,1,16,1,1,1,4,4,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,13
0,1,16,1,0,1,1,1,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,6
0,1,16,1,1,1,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,10
0,1,17,1,0,1,2,2,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,13
0,0,16,1,1,1,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,12
0,0,17,0,1,1,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,11
0,1,18,1,1,1,2,2,other,services,reputation,father,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,0
0,1,17,1,0,1,4,3,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12
0,1,17,0,0,0,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,12
0,1,16,1,0,1,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,0
0,1,16,1,1,1,4,4,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,12
0,0,18,1,1,1,2,1,other,other,course,other,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,0
0,1,16,1,1,1,2,1,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18
0,1,17,1,1,1,2,3,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,13
0,1,22,1,1,1,3,1,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,8
0,1,18,0,0,1,3,3,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,5
0,1,16,1,1,1,0,2,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,15
0,1,18,1,1,1,3,2,services,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,8
0,1,16,1,1,1,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,10
0,1,18,1,1,1,2,1,services,services,other,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,8
0,1,16,0,1,1,2,1,other,other,course,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8
0,1,17,0,1,1,2,1,other,other,course,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12
0,1,17,1,0,1,1,1,health,other,course,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,8
0,0,17,1,0,1,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,13
0,1,19,1,0,0,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11
0,1,18,1,1,1,2,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,14
0,0,17,1,0,1,2,2,services,services,course,father,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,0
0,0,18,1,1,1,4,3,services,other,home,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,18
0,1,18,1,1,1,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8
0,1,18,0,1,1,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,12
0,0,17,1,1,1,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,9
0,0,18,1,1,1,2,2,at_home,services,home,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,0
0,1,18,0,0,0,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17
0,1,17,1,1,1,3,1,services,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,10
0,0,18,0,1,1,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,11
0,1,18,1,1,1,4,2,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10
0,0,18,0,1,1,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,0
0,0,19,1,1,1,3,3,other,services,home,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9
0,0,18,1,1,1,2,3,other,services,reputation,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14
0,0,18,1,0,1,1,1,other,other,home,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11
0,1,17,0,1,1,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,14
0,0,17,1,1,1,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10
0,0,17,1,0,1,2,2,services,other,course,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12
0,0,18,0,1,0,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,9
0,1,18,1,1,1,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9
0,0,18,1,1,1,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,8
0,1,18,1,0,1,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10
0,1,17,1,0,0,4,1,services,other,home,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8
0,1,17,1,0,0,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,10
0,0,18,0,0,1,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12
0,0,18,1,1,1,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,10
0,0,17,1,1,1,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,11
0,1,17,1,1,1,1,1,other,other,reputation,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,11
0,0,18,1,1,1,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,19
0,0,17,1,1,1,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,12
0,1,18,1,1,1,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,14
0,1,18,1,0,0,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15
0,1,18,1,1,1,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,11
0,0,17,1,1,1,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15
0,0,18,1,0,1,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,13
0,0,17,0,0,1,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18
0,1,18,0,0,1,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14
0,1,17,1,1,1,3,3,health,other,home,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,11
0,0,19,1,1,1,4,4,health,other,reputation,other,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,0
0,0,18,1,0,1,4,3,other,other,home,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,8
0,0,18,1,1,1,4,3,other,other,reputation,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14
0,1,18,1,0,1,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16
0,0,18,1,0,0,4,4,health,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,11
0,1,17,1,0,1,4,4,other,teacher,home,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,10
0,0,17,1,1,1,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14
0,0,17,1,1,1,3,2,health,health,reputation,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,18
0,1,19,1,1,1,3,3,other,other,home,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,13
0,0,18,1,1,1,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,12
0,1,20,1,1,0,3,2,services,other,course,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,18
0,1,19,1,1,1,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8
0,1,19,0,1,1,3,3,other,services,reputation,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,12
0,0,19,1,0,1,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,10
0,0,19,1,0,1,1,2,services,services,home,other,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,0
0,0,19,1,1,1,2,1,at_home,other,other,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,13
0,1,19,1,1,1,1,2,other,services,course,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,11
0,0,19,1,0,1,3,2,services,other,reputation,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,11
0,0,19,1,1,1,1,1,at_home,health,home,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,13
0,0,19,0,1,1,2,3,other,other,reputation,other,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,11
0,0,18,1,1,1,2,1,services,other,course,mother,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,0
0,0,18,1,1,1,4,3,other,other,course,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9
0,0,17,0,1,1,3,4,at_home,services,course,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,10
0,0,18,1,1,1,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11
0,0,17,1,1,0,4,3,services,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13
0,0,17,1,1,1,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,9
0,0,17,0,0,1,2,2,services,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11
0,0,17,1,1,1,3,1,services,services,course,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,15
0,0,17,1,0,1,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15
0,1,18,1,1,1,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,11
0,1,17,1,1,1,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,16
0,1,17,0,1,1,2,2,services,other,course,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,10
0,0,17,1,1,1,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,9
0,0,17,1,1,1,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14
0,1,18,1,0,1,2,2,other,other,course,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,8
0,0,17,0,1,1,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,14
0,0,18,1,1,1,3,3,services,services,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,0
0,0,18,1,0,1,2,2,other,other,home,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,0
0,0,18,0,1,1,2,2,at_home,other,course,mother,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,0
0,0,17,1,1,1,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15
0,0,19,0,1,0,3,1,services,at_home,home,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13
0,0,17,1,1,1,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,0
0,0,18,1,0,1,3,3,services,services,home,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,17
0,0,17,0,1,0,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,10
0,0,19,1,1,1,2,1,services,services,home,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11
0,1,18,1,1,1,4,4,teacher,services,home,father,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,0
0,1,18,1,0,1,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,15
0,0,17,1,1,0,2,2,at_home,at_home,home,father,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,0
0,0,18,1,1,1,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,10
0,0,18,1,1,1,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,14
0,1,18,0,1,1,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16
0,1,18,1,1,1,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,9
0,0,17,1,1,1,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,15
1,1,18,0,1,1,3,2,other,other,course,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,13
1,1,19,0,1,1,1,1,other,services,home,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8
1,1,17,1,1,1,3,3,health,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13
1,1,18,1,0,1,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8
1,1,19,0,1,1,1,1,other,other,home,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8
1,1,17,0,1,1,4,3,services,other,home,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,11
1,0,18,1,1,1,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,9
1,0,17,0,1,1,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,13
1,0,17,1,0,0,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,11
1,1,18,1,0,1,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10
1,0,18,1,0,1,1,1,at_home,services,course,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,16
1,0,18,0,0,0,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13
1,1,18,0,0,1,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,12
1,0,18,1,1,1,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,10
1,0,17,1,0,1,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,15
1,0,17,0,1,1,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12
1,1,18,0,1,1,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10
1,1,18,1,0,1,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13
1,0,17,0,1,1,1,1,other,services,reputation,mother,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,0
1,0,18,1,1,1,2,3,at_home,services,course,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,10
1,0,18,0,1,1,4,4,other,teacher,other,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,11
1,0,19,1,0,1,3,2,services,services,home,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,9
1,1,18,0,0,1,1,2,at_home,services,other,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,12
1,0,17,1,1,1,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,11
1,0,17,0,1,1,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,5
1,0,18,0,0,1,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19
1,0,18,0,1,1,1,1,other,other,home,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,10
1,0,20,1,1,1,4,2,health,other,course,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15
1,0,18,0,0,1,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,10
1,0,18,1,1,1,3,3,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15
1,0,17,0,1,1,3,1,at_home,other,reputation,mother,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10
1,1,18,1,1,1,4,4,teacher,teacher,home,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,14
1,1,18,0,1,1,2,1,other,other,other,mother,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7
1,1,17,1,1,1,2,3,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,10
1,1,19,0,1,1,1,1,other,services,other,mother,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0
1,1,18,0,1,1,4,2,other,other,home,father,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,5
1,0,18,0,1,1,2,2,at_home,other,other,mother,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10
1,0,18,0,1,1,4,4,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6
1,0,19,0,1,1,2,3,services,other,course,mother,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,0
1,0,18,1,0,1,3,1,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,8
1,0,18,1,1,1,1,1,other,other,course,mother,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,0
1,1,20,1,0,0,2,2,services,services,course,other,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9
1,1,17,1,0,1,3,1,services,services,course,mother,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,16
1,1,21,0,1,1,1,1,other,other,course,other,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,7
1,1,18,0,0,1,3,2,services,other,course,mother,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,10
1,1,19,1,0,1,1,1,other,at_home,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,9
